tool_name,handler_path,use_case,risk_score,reads_files,writes_files,executes_shell,handles_creds,destructive,permissive_only
ssh_canary_exec,src/mcp/tool_handlers/ssh_canary_exec.rs,src/domain/use_cases/canary.rs,14,0,1,raw,1,1,1
ssh_pty_exec,src/mcp/tool_handlers/ssh_pty_exec.rs,execute_command,14,0,1,raw,1,1,1
ssh_pty_interact,src/mcp/tool_handlers/ssh_pty_interact.rs,execute_command,14,0,1,raw,1,1,1
ssh_at_jobs,src/mcp/tool_handlers/ssh_at_jobs.rs,src/domain/use_cases/at.rs,13,1,1,builtin,1,1,0
ssh_letsencrypt_status,src/mcp/tool_handlers/ssh_letsencrypt_status.rs,src/domain/use_cases/letsencrypt.rs,13,1,1,builtin,1,1,0
ssh_alert_set,src/mcp/tool_handlers/ssh_alert_set.rs,src/domain/use_cases/alert.rs,12,0,1,builtin,1,1,0
ssh_ansible_adhoc,src/mcp/tool_handlers/ssh_ansible_adhoc.rs,src/domain/use_cases/ansible.rs,12,0,1,builtin,1,1,0
ssh_ansible_playbook,src/mcp/tool_handlers/ssh_ansible_playbook.rs,src/domain/use_cases/ansible.rs,12,0,1,builtin,1,1,0
ssh_apparmor_profiles,src/mcp/tool_handlers/ssh_apparmor_profiles.rs,src/domain/use_cases/apparmor.rs,12,0,1,builtin,1,1,0
ssh_awx_job_cancel,src/mcp/tool_handlers/ssh_awx_job_cancel.rs,src/domain/use_cases/awx.rs,12,0,1,builtin,1,1,0
ssh_awx_job_launch,src/mcp/tool_handlers/ssh_awx_job_launch.rs,src/domain/use_cases/awx.rs,12,0,1,builtin,1,1,0
ssh_awx_project_sync,src/mcp/tool_handlers/ssh_awx_project_sync.rs,src/domain/use_cases/awx.rs,12,0,1,builtin,1,1,0
ssh_backup_snapshot,src/mcp/tool_handlers/ssh_backup_snapshot.rs,src/domain/use_cases/backup.rs,12,0,1,builtin,1,1,0
ssh_compliance_check,src/mcp/tool_handlers/ssh_compliance_check.rs,src/domain/use_cases/compliance.rs,12,0,1,builtin,1,1,0
ssh_cron_add,src/mcp/tool_handlers/ssh_cron_add.rs,src/domain/use_cases/cron.rs,12,0,1,builtin,1,1,0
ssh_cron_remove,src/mcp/tool_handlers/ssh_cron_remove.rs,src/domain/use_cases/cron.rs,12,0,1,builtin,1,1,0
ssh_docker_compose,src/mcp/tool_handlers/ssh_docker_compose.rs,src/domain/use_cases/docker.rs,12,0,1,builtin,1,1,0
ssh_esxi_snapshot,src/mcp/tool_handlers/ssh_esxi_snapshot.rs,src/domain/use_cases/esxi.rs,12,0,1,builtin,1,1,0
ssh_file_chmod,src/mcp/tool_handlers/ssh_file_chmod.rs,src/domain/use_cases/file.rs,12,0,1,builtin,1,1,0
ssh_file_chown,src/mcp/tool_handlers/ssh_file_chown.rs,src/domain/use_cases/file.rs,12,0,1,builtin,1,1,0
ssh_file_patch,src/mcp/tool_handlers/ssh_file_patch.rs,src/domain/use_cases/file.rs,12,0,1,builtin,1,1,0
ssh_file_template,src/mcp/tool_handlers/ssh_file_template.rs,src/domain/use_cases/file.rs,12,0,1,builtin,1,1,0
ssh_firewall_allow,src/mcp/tool_handlers/ssh_firewall_allow.rs,src/domain/use_cases/firewall.rs,12,0,1,builtin,1,1,0
ssh_firewall_deny,src/mcp/tool_handlers/ssh_firewall_deny.rs,src/domain/use_cases/firewall.rs,12,0,1,builtin,1,1,0
ssh_group_add,src/mcp/tool_handlers/ssh_group_add.rs,src/domain/use_cases/group.rs,12,0,1,builtin,1,1,0
ssh_group_delete,src/mcp/tool_handlers/ssh_group_delete.rs,src/domain/use_cases/group.rs,12,0,1,builtin,1,1,0
ssh_helm_install,src/mcp/tool_handlers/ssh_helm_install.rs,src/domain/use_cases/helm.rs,12,0,1,builtin,1,1,0
ssh_helm_rollback,src/mcp/tool_handlers/ssh_helm_rollback.rs,src/domain/use_cases/helm.rs,12,0,1,builtin,1,1,0
ssh_helm_uninstall,src/mcp/tool_handlers/ssh_helm_uninstall.rs,src/domain/use_cases/helm.rs,12,0,1,builtin,1,1,0
ssh_helm_upgrade,src/mcp/tool_handlers/ssh_helm_upgrade.rs,src/domain/use_cases/helm.rs,12,0,1,builtin,1,1,0
ssh_hyperv_snapshot_create,src/mcp/tool_handlers/ssh_hyperv_snapshot_create.rs,src/domain/use_cases/hyperv.rs,12,0,1,builtin,1,1,0
ssh_hyperv_vm_start,src/mcp/tool_handlers/ssh_hyperv_vm_start.rs,src/domain/use_cases/hyperv.rs,12,0,1,builtin,1,1,0
ssh_hyperv_vm_stop,src/mcp/tool_handlers/ssh_hyperv_vm_stop.rs,src/domain/use_cases/hyperv.rs,12,0,1,builtin,1,1,0
ssh_iis_restart,src/mcp/tool_handlers/ssh_iis_restart.rs,src/domain/use_cases/iis.rs,12,0,1,builtin,1,1,0
ssh_iis_start,src/mcp/tool_handlers/ssh_iis_start.rs,src/domain/use_cases/iis.rs,12,0,1,builtin,1,1,0
ssh_iis_stop,src/mcp/tool_handlers/ssh_iis_stop.rs,src/domain/use_cases/iis.rs,12,0,1,builtin,1,1,0
ssh_inventory_sync,src/mcp/tool_handlers/ssh_inventory_sync.rs,src/domain/use_cases/inventory.rs,12,0,1,builtin,1,1,0
ssh_k8s_apply,src/mcp/tool_handlers/ssh_k8s_apply.rs,src/domain/use_cases/k8s.rs,12,0,1,builtin,1,1,0
ssh_k8s_delete,src/mcp/tool_handlers/ssh_k8s_delete.rs,src/domain/use_cases/k8s.rs,12,0,1,builtin,1,1,0
ssh_k8s_rollout,src/mcp/tool_handlers/ssh_k8s_rollout.rs,src/domain/use_cases/k8s.rs,12,0,1,builtin,1,1,0
ssh_k8s_scale,src/mcp/tool_handlers/ssh_k8s_scale.rs,src/domain/use_cases/k8s.rs,12,0,1,builtin,1,1,0
ssh_key_distribute,src/mcp/tool_handlers/ssh_key_distribute.rs,src/domain/use_cases/key.rs,12,0,1,builtin,1,1,0
ssh_key_generate,src/mcp/tool_handlers/ssh_key_generate.rs,src/domain/use_cases/key.rs,12,0,1,builtin,1,1,0
ssh_ldap_add,src/mcp/tool_handlers/ssh_ldap_add.rs,src/domain/use_cases/ldap.rs,12,0,1,builtin,1,1,0
ssh_ldap_modify,src/mcp/tool_handlers/ssh_ldap_modify.rs,src/domain/use_cases/ldap.rs,12,0,1,builtin,1,1,0
ssh_net_equip_config,src/mcp/tool_handlers/ssh_net_equip_config.rs,src/domain/use_cases/net.rs,12,0,1,builtin,1,1,0
ssh_net_equip_save,src/mcp/tool_handlers/ssh_net_equip_save.rs,src/domain/use_cases/net.rs,12,0,1,builtin,1,1,0
ssh_pkg_install,src/mcp/tool_handlers/ssh_pkg_install.rs,src/domain/use_cases/pkg.rs,12,0,1,builtin,1,1,0
ssh_pkg_remove,src/mcp/tool_handlers/ssh_pkg_remove.rs,src/domain/use_cases/pkg.rs,12,0,1,builtin,1,1,0
ssh_pkg_update,src/mcp/tool_handlers/ssh_pkg_update.rs,src/domain/use_cases/pkg.rs,12,0,1,builtin,1,1,0
ssh_podman_compose,src/mcp/tool_handlers/ssh_podman_compose.rs,src/domain/use_cases/podman.rs,12,0,1,builtin,1,1,0
ssh_process_kill,src/mcp/tool_handlers/ssh_process_kill.rs,src/domain/use_cases/process.rs,12,0,1,builtin,1,1,0
ssh_pty_resize,src/mcp/tool_handlers/ssh_pty_resize.rs,src/domain/use_cases/pty.rs,12,0,1,builtin,1,1,0
ssh_reg_delete,src/mcp/tool_handlers/ssh_reg_delete.rs,src/domain/use_cases/reg.rs,12,0,1,builtin,1,1,0
ssh_reg_export,src/mcp/tool_handlers/ssh_reg_export.rs,src/domain/use_cases/reg.rs,12,0,1,builtin,1,1,0
ssh_reg_set,src/mcp/tool_handlers/ssh_reg_set.rs,src/domain/use_cases/reg.rs,12,0,1,builtin,1,1,0
ssh_schtask_disable,src/mcp/tool_handlers/ssh_schtask_disable.rs,src/domain/use_cases/schtask.rs,12,0,1,builtin,1,1,0
ssh_schtask_enable,src/mcp/tool_handlers/ssh_schtask_enable.rs,src/domain/use_cases/schtask.rs,12,0,1,builtin,1,1,0
ssh_schtask_run,src/mcp/tool_handlers/ssh_schtask_run.rs,src/domain/use_cases/schtask.rs,12,0,1,builtin,1,1,0
ssh_selinux_booleans,src/mcp/tool_handlers/ssh_selinux_booleans.rs,src/domain/use_cases/selinux.rs,12,0,1,builtin,1,1,0
ssh_service_daemon_reload,src/mcp/tool_handlers/ssh_service_daemon_reload.rs,src/domain/use_cases/service.rs,12,0,1,builtin,1,1,0
ssh_service_disable,src/mcp/tool_handlers/ssh_service_disable.rs,src/domain/use_cases/service.rs,12,0,1,builtin,1,1,0
ssh_service_enable,src/mcp/tool_handlers/ssh_service_enable.rs,src/domain/use_cases/service.rs,12,0,1,builtin,1,1,0
ssh_service_restart,src/mcp/tool_handlers/ssh_service_restart.rs,src/domain/use_cases/service.rs,12,0,1,builtin,1,1,0
ssh_service_start,src/mcp/tool_handlers/ssh_service_start.rs,src/domain/use_cases/service.rs,12,0,1,builtin,1,1,0
ssh_service_stop,src/mcp/tool_handlers/ssh_service_stop.rs,src/domain/use_cases/service.rs,12,0,1,builtin,1,1,0
ssh_storage_fdisk,src/mcp/tool_handlers/ssh_storage_fdisk.rs,src/domain/use_cases/storage.rs,12,0,1,builtin,1,1,0
ssh_storage_fstab,src/mcp/tool_handlers/ssh_storage_fstab.rs,src/domain/use_cases/storage.rs,12,0,1,builtin,1,1,0
ssh_storage_lvm,src/mcp/tool_handlers/ssh_storage_lvm.rs,src/domain/use_cases/storage.rs,12,0,1,builtin,1,1,0
ssh_storage_mount,src/mcp/tool_handlers/ssh_storage_mount.rs,src/domain/use_cases/storage.rs,12,0,1,builtin,1,1,0
ssh_storage_umount,src/mcp/tool_handlers/ssh_storage_umount.rs,src/domain/use_cases/storage.rs,12,0,1,builtin,1,1,0
ssh_template_apply,src/mcp/tool_handlers/ssh_template_apply.rs,src/domain/use_cases/template.rs,12,0,1,builtin,1,1,0
ssh_terraform_apply,src/mcp/tool_handlers/ssh_terraform_apply.rs,src/domain/use_cases/terraform.rs,12,0,1,builtin,1,1,0
ssh_timer_disable,src/mcp/tool_handlers/ssh_timer_disable.rs,src/domain/use_cases/timer.rs,12,0,1,builtin,1,1,0
ssh_timer_enable,src/mcp/tool_handlers/ssh_timer_enable.rs,src/domain/use_cases/timer.rs,12,0,1,builtin,1,1,0
ssh_timer_trigger,src/mcp/tool_handlers/ssh_timer_trigger.rs,src/domain/use_cases/timer.rs,12,0,1,builtin,1,1,0
ssh_user_add,src/mcp/tool_handlers/ssh_user_add.rs,src/domain/use_cases/user.rs,12,0,1,builtin,1,1,0
ssh_user_delete,src/mcp/tool_handlers/ssh_user_delete.rs,src/domain/use_cases/user.rs,12,0,1,builtin,1,1,0
ssh_user_modify,src/mcp/tool_handlers/ssh_user_modify.rs,src/domain/use_cases/user.rs,12,0,1,builtin,1,1,0
ssh_vault_write,src/mcp/tool_handlers/ssh_vault_write.rs,src/domain/use_cases/vault.rs,12,0,1,builtin,1,1,0
ssh_win_feature_install,src/mcp/tool_handlers/ssh_win_feature_install.rs,src/domain/use_cases/win.rs,12,0,1,builtin,1,1,0
ssh_win_feature_remove,src/mcp/tool_handlers/ssh_win_feature_remove.rs,src/domain/use_cases/win.rs,12,0,1,builtin,1,1,0
ssh_win_firewall_allow,src/mcp/tool_handlers/ssh_win_firewall_allow.rs,src/domain/use_cases/win.rs,12,0,1,builtin,1,1,0
ssh_win_firewall_deny,src/mcp/tool_handlers/ssh_win_firewall_deny.rs,src/domain/use_cases/win.rs,12,0,1,builtin,1,1,0
ssh_win_firewall_remove,src/mcp/tool_handlers/ssh_win_firewall_remove.rs,src/domain/use_cases/win.rs,12,0,1,builtin,1,1,0
ssh_win_process_kill,src/mcp/tool_handlers/ssh_win_process_kill.rs,src/domain/use_cases/win.rs,12,0,1,builtin,1,1,0
ssh_win_service_disable,src/mcp/tool_handlers/ssh_win_service_disable.rs,src/domain/use_cases/win.rs,12,0,1,builtin,1,1,0
ssh_win_service_enable,src/mcp/tool_handlers/ssh_win_service_enable.rs,src/domain/use_cases/win.rs,12,0,1,builtin,1,1,0
ssh_win_service_restart,src/mcp/tool_handlers/ssh_win_service_restart.rs,src/domain/use_cases/win.rs,12,0,1,builtin,1,1,0
ssh_win_service_start,src/mcp/tool_handlers/ssh_win_service_start.rs,src/domain/use_cases/win.rs,12,0,1,builtin,1,1,0
ssh_win_service_stop,src/mcp/tool_handlers/ssh_win_service_stop.rs,src/domain/use_cases/win.rs,12,0,1,builtin,1,1,0
ssh_win_update_install,src/mcp/tool_handlers/ssh_win_update_install.rs,src/domain/use_cases/win.rs,12,0,1,builtin,1,1,0
ssh_win_update_reboot,src/mcp/tool_handlers/ssh_win_update_reboot.rs,src/domain/use_cases/win.rs,12,0,1,builtin,1,1,0
ssh_backup_create,src/mcp/tool_handlers/ssh_backup_create.rs,src/domain/use_cases/backup.rs,10,0,1,no,1,1,0
ssh_backup_restore,src/mcp/tool_handlers/ssh_backup_restore.rs,src/domain/use_cases/backup.rs,10,0,1,no,1,1,0
ssh_db_dump,src/mcp/tool_handlers/ssh_db_dump.rs,src/domain/use_cases/db.rs,10,0,1,no,1,1,0
ssh_db_restore,src/mcp/tool_handlers/ssh_db_restore.rs,src/domain/use_cases/db.rs,10,0,1,no,1,1,0
ssh_esxi_vm_power,src/mcp/tool_handlers/ssh_esxi_vm_power.rs,src/domain/use_cases/esxi.rs,9,0,1,builtin,0,1,0
ssh_file_write,src/mcp/tool_handlers/ssh_file_write.rs,src/domain/use_cases/file.rs,9,0,1,builtin,0,1,0
ssh_config_set,src/mcp/tool_handlers/ssh_config_set.rs,src/domain/use_cases/config.rs,8,1,1,no,0,1,0
ssh_session_close,src/mcp/tool_handlers/ssh_session_close.rs,src/domain/use_cases/session.rs,8,1,1,no,0,1,0
ssh_session_create,src/mcp/tool_handlers/ssh_session_create.rs,src/domain/use_cases/session.rs,8,1,1,no,0,1,0
ssh_session_exec,src/mcp/tool_handlers/ssh_session_exec.rs,execute_command,8,1,0,raw,1,0,1
ssh_docker_exec,src/mcp/tool_handlers/ssh_docker_exec.rs,src/domain/use_cases/docker.rs,7,0,0,raw,1,0,1
ssh_download,src/mcp/tool_handlers/ssh_download.rs,src/domain/use_cases/download.rs,7,0,1,no,0,1,0
ssh_exec,src/mcp/tool_handlers/ssh_exec.rs,execute_command,7,0,0,raw,1,0,1
ssh_exec_multi,src/mcp/tool_handlers/ssh_exec_multi.rs,execute_command,7,0,0,raw,1,0,1
ssh_files_write,src/mcp/tool_handlers/ssh_files_write.rs,src/domain/use_cases/files.rs,7,0,1,no,0,1,0
ssh_k8s_exec,src/mcp/tool_handlers/ssh_k8s_exec.rs,src/domain/use_cases/k8s.rs,7,0,0,raw,1,0,1
ssh_podman_exec,src/mcp/tool_handlers/ssh_podman_exec.rs,src/domain/use_cases/podman.rs,7,0,0,raw,1,0,1
ssh_recording_start,src/mcp/tool_handlers/ssh_recording_start.rs,src/domain/use_cases/recording.rs,7,0,1,no,0,1,0
ssh_recording_stop,src/mcp/tool_handlers/ssh_recording_stop.rs,src/domain/use_cases/recording.rs,7,0,1,no,0,1,0
ssh_rolling_exec,src/mcp/tool_handlers/ssh_rolling_exec.rs,execute_command,7,0,0,raw,1,0,1
ssh_runbook_execute,src/mcp/tool_handlers/ssh_runbook_execute.rs,src/domain/use_cases/runbook.rs,7,0,1,no,0,1,0
ssh_sync,src/mcp/tool_handlers/ssh_sync.rs,src/domain/use_cases/sync.rs,7,0,1,no,0,1,0
ssh_tunnel_close,src/mcp/tool_handlers/ssh_tunnel_close.rs,src/domain/use_cases/tunnel.rs,7,0,1,no,0,1,0
ssh_tunnel_create,src/mcp/tool_handlers/ssh_tunnel_create.rs,src/domain/use_cases/tunnel.rs,7,0,1,no,0,1,0
ssh_upload,src/mcp/tool_handlers/ssh_upload.rs,src/domain/use_cases/upload.rs,7,0,1,no,0,1,0
ssh_ad_computer_list,src/mcp/tool_handlers/ssh_ad_computer_list.rs,src/domain/use_cases/ad.rs,6,1,0,builtin,1,0,0
ssh_ad_domain_info,src/mcp/tool_handlers/ssh_ad_domain_info.rs,src/domain/use_cases/ad.rs,6,1,0,builtin,1,0,0
ssh_ad_group_list,src/mcp/tool_handlers/ssh_ad_group_list.rs,src/domain/use_cases/ad.rs,6,1,0,builtin,1,0,0
ssh_ad_group_members,src/mcp/tool_handlers/ssh_ad_group_members.rs,src/domain/use_cases/ad.rs,6,1,0,builtin,1,0,0
ssh_ad_user_info,src/mcp/tool_handlers/ssh_ad_user_info.rs,src/domain/use_cases/ad.rs,6,1,0,builtin,1,0,0
ssh_ad_user_list,src/mcp/tool_handlers/ssh_ad_user_list.rs,src/domain/use_cases/ad.rs,6,1,0,builtin,1,0,0
ssh_alert_check,src/mcp/tool_handlers/ssh_alert_check.rs,src/domain/use_cases/alert.rs,6,1,0,builtin,1,0,0
ssh_alert_list,src/mcp/tool_handlers/ssh_alert_list.rs,src/domain/use_cases/alert.rs,6,1,0,builtin,1,0,0
ssh_ansible_config,src/mcp/tool_handlers/ssh_ansible_config.rs,src/domain/use_cases/ansible.rs,6,1,0,builtin,1,0,0
ssh_ansible_facts,src/mcp/tool_handlers/ssh_ansible_facts.rs,src/domain/use_cases/ansible.rs,6,1,0,builtin,1,0,0
ssh_ansible_inventory,src/mcp/tool_handlers/ssh_ansible_inventory.rs,src/domain/use_cases/ansible.rs,6,1,0,builtin,1,0,0
ssh_ansible_lint,src/mcp/tool_handlers/ssh_ansible_lint.rs,src/domain/use_cases/ansible.rs,6,1,0,builtin,1,0,0
ssh_ansible_recap,src/mcp/tool_handlers/ssh_ansible_recap.rs,src/domain/use_cases/ansible.rs,6,1,0,builtin,1,0,0
ssh_ansible_run_background,src/mcp/tool_handlers/ssh_ansible_run_background.rs,src/domain/use_cases/ansible.rs,6,1,0,builtin,1,0,0
ssh_apache_status,src/mcp/tool_handlers/ssh_apache_status.rs,src/domain/use_cases/apache.rs,6,1,0,builtin,1,0,0
ssh_apache_vhosts,src/mcp/tool_handlers/ssh_apache_vhosts.rs,src/domain/use_cases/apache.rs,6,1,0,builtin,1,0,0
ssh_apparmor_status,src/mcp/tool_handlers/ssh_apparmor_status.rs,src/domain/use_cases/apparmor.rs,6,1,0,builtin,1,0,0
ssh_aws_cli,src/mcp/tool_handlers/ssh_aws_cli.rs,src/domain/use_cases/aws.rs,6,1,0,builtin,1,0,0
ssh_awx_inventories,src/mcp/tool_handlers/ssh_awx_inventories.rs,src/domain/use_cases/awx.rs,6,1,0,builtin,1,0,0
ssh_awx_inventory_hosts,src/mcp/tool_handlers/ssh_awx_inventory_hosts.rs,src/domain/use_cases/awx.rs,6,1,0,builtin,1,0,0
ssh_awx_job_events,src/mcp/tool_handlers/ssh_awx_job_events.rs,src/domain/use_cases/awx.rs,6,1,0,builtin,1,0,0
ssh_awx_job_follow,src/mcp/tool_handlers/ssh_awx_job_follow.rs,src/domain/use_cases/awx.rs,6,1,0,builtin,1,0,0
ssh_awx_job_status,src/mcp/tool_handlers/ssh_awx_job_status.rs,src/domain/use_cases/awx.rs,6,1,0,builtin,1,0,0
ssh_awx_job_stdout,src/mcp/tool_handlers/ssh_awx_job_stdout.rs,src/domain/use_cases/awx.rs,6,1,0,builtin,1,0,0
ssh_awx_job_summary,src/mcp/tool_handlers/ssh_awx_job_summary.rs,src/domain/use_cases/awx.rs,6,1,0,builtin,1,0,0
ssh_awx_status,src/mcp/tool_handlers/ssh_awx_status.rs,src/domain/use_cases/awx.rs,6,1,0,builtin,1,0,0
ssh_awx_template_detail,src/mcp/tool_handlers/ssh_awx_template_detail.rs,src/domain/use_cases/awx.rs,6,1,0,builtin,1,0,0
ssh_awx_templates,src/mcp/tool_handlers/ssh_awx_templates.rs,src/domain/use_cases/awx.rs,6,1,0,builtin,1,0,0
ssh_backup_schedule,src/mcp/tool_handlers/ssh_backup_schedule.rs,src/domain/use_cases/backup.rs,6,1,0,builtin,1,0,0
ssh_backup_verify,src/mcp/tool_handlers/ssh_backup_verify.rs,src/domain/use_cases/backup.rs,6,1,0,builtin,1,0,0
ssh_benchmark,src/mcp/tool_handlers/ssh_benchmark.rs,src/domain/use_cases/benchmark.rs,6,1,0,builtin,1,0,0
ssh_capacity_collect,src/mcp/tool_handlers/ssh_capacity_collect.rs,src/domain/use_cases/capacity.rs,6,1,0,builtin,1,0,0
ssh_capacity_predict,src/mcp/tool_handlers/ssh_capacity_predict.rs,src/domain/use_cases/capacity.rs,6,1,0,builtin,1,0,0
ssh_capacity_trend,src/mcp/tool_handlers/ssh_capacity_trend.rs,src/domain/use_cases/capacity.rs,6,1,0,builtin,1,0,0
ssh_cert_check,src/mcp/tool_handlers/ssh_cert_check.rs,src/domain/use_cases/cert.rs,6,1,0,builtin,1,0,0
ssh_cert_expiry,src/mcp/tool_handlers/ssh_cert_expiry.rs,src/domain/use_cases/cert.rs,6,1,0,builtin,1,0,0
ssh_cert_info,src/mcp/tool_handlers/ssh_cert_info.rs,src/domain/use_cases/cert.rs,6,1,0,builtin,1,0,0
ssh_cis_benchmark,src/mcp/tool_handlers/ssh_cis_benchmark.rs,src/domain/use_cases/cis.rs,6,1,0,builtin,1,0,0
ssh_cloud_cost,src/mcp/tool_handlers/ssh_cloud_cost.rs,src/domain/use_cases/cloud.rs,6,1,0,builtin,1,0,0
ssh_cloud_metadata,src/mcp/tool_handlers/ssh_cloud_metadata.rs,src/domain/use_cases/cloud.rs,6,1,0,builtin,1,0,0
